anon_ID,county,poverty,minority,age_group
473,Montgomery,Yes,NA,NA
278,Montgomery,Yes,NA,NA
580,Montgomery,Yes,NA,NA
49,Montgomery,Yes,NA,NA
123,Montgomery,Yes,NA,NA
633,Montgomery,Yes,NA,NA
247,Montgomery,Yes,NA,NA
182,Montgomery,Yes,NA,NA
575,Montgomery,No,NA,NA
411,Montgomery,Yes,NA,NA
107,Montgomery,Yes,NA,NA
465,Montgomery,Yes,NA,NA
246,Montgomery,Yes,NA,NA
441,Montgomery,No,NA,NA
566,Montgomery,No,NA,NA
608,Montgomery,Yes,NA,NA
459,Montgomery,Yes,NA,NA
458,Montgomery,Yes,NA,NA
12,Montgomery,Yes,NA,NA
636,Montgomery,Yes,NA,NA
420,Montgomery,Yes,Yes,NA
266,Montgomery,No,NA,NA
217,Montgomery,No,NA,NA
48,Montgomery,Yes,NA,NA
546,Montgomery,Yes,NA,NA
388,Montgomery,Yes,NA,NA
184,Montgomery,No,No,NA
161,Montgomery,No,NA,NA
442,Montgomery,Yes,NA,NA
289,Montgomery,No,NA,NA
392,Montgomery,Yes,NA,NA
543,Montgomery,Yes,NA,NA
157,Montgomery,Yes,NA,NA
363,Montgomery,Yes,NA,NA
380,Montgomery,No,Yes,NA
307,Montgomery,No,NA,NA
374,Montgomery,Yes,NA,NA
612,Montgomery,Yes,NA,NA
281,Montgomery,Yes,NA,NA
407,Montgomery,Yes,NA,NA
260,Montgomery,Yes,NA,NA
474,Montgomery,No,NA,NA
54,Montgomery,Yes,NA,NA
120,Montgomery,No,No,NA
352,Montgomery,Yes,NA,NA
351,Montgomery,No,NA,NA
31,Montgomery,Yes,NA,NA
378,Montgomery,Yes,NA,NA
453,Montgomery,No,NA,NA
65,Montgomery,No,NA,NA
249,Montgomery,Yes,No,NA
277,Montgomery,Yes,NA,NA
425,Montgomery,Yes,NA,NA
399,Montgomery,Yes,NA,NA
603,Montgomery,No,No,NA
30,Montgomery,No,NA,NA
105,Montgomery,Yes,NA,NA
563,Montgomery,Yes,NA,NA
537,Montgomery,Yes,NA,NA
621,Montgomery,Yes,NA,NA
131,Montgomery,Yes,NA,NA
494,Montgomery,Yes,NA,NA
93,Montgomery,Yes,NA,NA
482,Montgomery,Yes,NA,NA
512,Montgomery,Yes,NA,NA
76,Montgomery,Yes,NA,NA
305,Montgomery,Yes,NA,NA
397,Montgomery,Yes,NA,NA
269,Montgomery,Yes,NA,NA
497,Montgomery,No,NA,NA
398,Montgomery,No,NA,NA
528,Montgomery,Yes,No,NA
78,Other,NA,No,NA
18,Other,NA,Yes,NA
631,Other,NA,No,NA
100,Other,NA,Yes,NA
75,Other,NA,No,NA
9,Other,NA,No,NA
225,Other,NA,No,NA
620,Other,NA,No,NA
483,Other,NA,No,NA
472,Other,NA,No,NA
4,Other,NA,No,NA
387,Other,NA,No,NA
150,Other,NA,No,NA
41,Other,NA,No,NA
211,Other,NA,No,NA
469,Other,NA,No,NA
334,Other,NA,Yes,NA
454,Other,NA,No,NA
402,Other,NA,No,NA
597,Other,NA,No,NA
42,Other,NA,No,NA
377,Other,NA,No,NA
629,Other,NA,No,NA
501,Other,NA,Yes,NA
173,Other,NA,No,NA
324,Other,NA,No,NA
209,Other,NA,No,NA
256,Other,NA,No,NA
287,Other,NA,No,NA
463,Other,NA,Yes,NA
203,Other,NA,No,NA
250,Other,NA,No,NA
313,Other,NA,No,NA
535,Other,NA,No,NA
172,Other,NA,No,NA
389,Other,NA,Yes,NA
602,Other,NA,No,NA
166,Other,NA,No,NA
638,Other,NA,NA,NA
81,Other,NA,NA,NA
