anon_donor_id,zip,status,do_not_mail,do_not_call,organisation,date,amount,form,campaign,target
764,19066,Active,FALSE,FALSE,N,12/05/2019,200,Check,Fall Towns,Gift
917,19004,Active,FALSE,FALSE,N,12/05/2019,150,Check,Fall Towns,Gift
121,19035,Active,FALSE,FALSE,N,12/05/2019,50,Check,Fall Towns,Gift
703,19010,Active,FALSE,FALSE,N,12/05/2019,50,Check,Fall Towns,Gift
359,19096,Active,FALSE,FALSE,Y,12/05/2019,500,Check,Fall Towns,Gift
720,19066,Active,FALSE,FALSE,N,12/06/2019,50,Check,Fall Towns,Gift
953,19096,Active,FALSE,FALSE,N,12/06/2019,35,Check,Fall Towns,Gift
314,19004,Active,FALSE,FALSE,N,12/06/2019,100,Check,Fall Towns,Gift
538,19003,Active,FALSE,FALSE,N,12/06/2019,100,Check,Fall Towns,Gift
1032,19096,Active,FALSE,FALSE,N,12/06/2019,25,Check,Fall Towns,Gift
1038,19066,Active,FALSE,FALSE,Y,12/06/2019,100,Check,Fall Towns,Gift
936,19010,Active,FALSE,FALSE,N,12/07/2019,20,Check,Fall Towns,Gift
576,19096,Active,FALSE,FALSE,N,12/07/2019,50,Check,Emerg fund,Gift
159,19096,Active,FALSE,FALSE,N,12/08/2019,25,Check,Fall Towns,Gift
299,19072,Active,FALSE,FALSE,N,12/09/2019,25,Check,Fall Towns,Gift
793,NA,Active,FALSE,FALSE,N,12/09/2019,145,Check,Emerg fund,Gift
600,19041,Active,FALSE,FALSE,N,12/09/2019,100,Check,Emerg fund,Gift
96,19003,Active,FALSE,FALSE,N,12/09/2019,2000,Check,Fall Towns,Gift
912,19096,Active,FALSE,FALSE,N,12/09/2019,50,Check,Fall Towns,Gift
584,19096,Active,FALSE,FALSE,N,12/09/2019,50,Check,Fall Towns,Gift
503,19066,Active,FALSE,FALSE,N,12/10/2019,50,Check,Fall Towns,Gift
515,19072,Active,FALSE,FALSE,Y,12/10/2019,1000,Check,Foundation,Gift
825,19096,Active,FALSE,FALSE,N,12/10/2019,25,Check,Fall Towns,Gift
522,19041,Active,FALSE,FALSE,N,12/10/2019,30,Check,Misc,Gift
412,19096,Active,FALSE,FALSE,N,12/10/2019,25,Check,Fall Towns,Gift
399,19085,Active,FALSE,FALSE,N,12/10/2019,50,Check,Misc,Gift
508,NA,Active,FALSE,FALSE,N,12/10/2019,20,Check,Misc,Gift
798,19403,Active,FALSE,FALSE,N,12/10/2019,50,Check,Fall Towns,Gift
455,19085,Active,FALSE,FALSE,N,12/10/2019,10,Check,Misc,Gift
940,19010,Active,FALSE,FALSE,N,12/10/2019,20,Check,Misc,Gift
901,19010,Active,FALSE,FALSE,N,12/10/2019,150,Check,Misc,Gift
397,19073,Active,FALSE,FALSE,N,12/10/2019,50,Check,Emerg fund,Gift
473,19085,Active,FALSE,FALSE,N,12/10/2019,50,Check,Emerg fund,Gift
657,19010,Active,FALSE,FALSE,N,12/11/2019,50,Check,Misc,Gift
349,19010,Active,FALSE,FALSE,N,12/11/2019,25,Check,Misc,Gift
948,19003,Active,FALSE,FALSE,N,12/11/2019,50,Check,Misc,Gift
902,19073,Active,FALSE,FALSE,N,12/11/2019,200,Check,Misc,Gift
773,19008,Active,FALSE,FALSE,N,12/11/2019,10,Check,Misc,Gift
887,19010,Active,FALSE,FALSE,N,12/11/2019,100,Check,Fall Towns,Gift
1021,19041,Active,FALSE,FALSE,N,12/11/2019,50,Check,Misc,Gift
453,19010,Active,FALSE,FALSE,N,12/11/2019,25,Check,Misc,Gift
955,19072,Active,FALSE,FALSE,N,12/11/2019,50,Check,Fall Towns,Gift
869,19087,Active,FALSE,FALSE,N,12/11/2019,100,Check,Misc,Gift
747,19096,Active,FALSE,FALSE,N,12/11/2019,20,Check,Misc,Gift
40,19041,Active,FALSE,FALSE,N,12/11/2019,20,Check,Misc,Gift
1030,19066,Active,FALSE,FALSE,N,12/11/2019,50,Check,Misc,Gift
368,19004,Active,FALSE,FALSE,N,12/11/2019,100,Check,Misc,Gift
751,19087,Active,FALSE,FALSE,N,12/11/2019,100,Check,Misc,Gift
554,19003,Active,FALSE,FALSE,N,12/11/2019,100,Check,Fall Towns,Gift
762,19073,Active,FALSE,FALSE,N,12/11/2019,20,Check,Misc,Gift
105,19087,Active,FALSE,FALSE,N,12/11/2019,25,Check,Misc,Gift
381,19083,Active,FALSE,FALSE,N,12/11/2019,10,Check,Misc,Gift
777,19085,Active,FALSE,FALSE,N,12/11/2019,30,Check,Misc,Gift
215,19008,Active,FALSE,FALSE,N,12/11/2019,25,Check,Misc,Gift
319,19035,Active,FALSE,FALSE,N,12/11/2019,25,Check,Misc,Gift
414,19003,Active,FALSE,FALSE,N,12/11/2019,100,Check,Misc,Gift
618,19010,Active,FALSE,FALSE,N,12/11/2019,25,Check,Misc,Gift
481,19003,Active,FALSE,FALSE,N,12/11/2019,50,Check,Fall Towns,Gift
480,NA,Active,FALSE,FALSE,N,12/11/2019,30,Check,Fall Towns,Gift
652,19073,Active,FALSE,FALSE,N,12/11/2019,10,Check,Misc,Gift
925,19096,Active,FALSE,FALSE,Y,12/11/2019,300,Check,Foundation,Gift
109,19083,Active,FALSE,FALSE,N,12/11/2019,15,Check,Misc,Gift
523,19010,Active,FALSE,FALSE,N,12/11/2019,100,Check,Fall Towns,Gift
41,19010,Active,FALSE,FALSE,N,12/11/2019,20,Check,Misc,Gift
561,19041,Active,FALSE,FALSE,N,12/11/2019,25,Check,Misc,Gift
713,98110,Active,FALSE,FALSE,N,12/11/2019,25,Check,Misc,Gift
981,19085,Active,FALSE,FALSE,N,12/11/2019,100,Check,Misc,Gift
770,19096,Active,FALSE,FALSE,N,12/11/2019,50,Check,Misc,Gift
149,19087,Active,FALSE,FALSE,N,12/11/2019,100,Check,Misc,Gift
31,19426,Active,FALSE,FALSE,N,12/12/2019,100,Check,CAC,Gift
685,19004,Active,FALSE,FALSE,N,12/12/2019,35,Check,Fall Towns,Gift
542,19072,Active,FALSE,FALSE,N,12/12/2019,100,Check,Fall Towns,Gift
428,19003,Active,FALSE,FALSE,N,12/12/2019,535,Check,Mem-hon,Gift
370,19072,Active,FALSE,FALSE,N,12/12/2019,100,Check,Fall Towns,Gift
633,19096,Active,FALSE,FALSE,N,12/12/2019,5000,Check,Fall Towns,Gift
918,19035,Active,TRUE,FALSE,N,12/12/2019,100,Check,Fall Towns,Gift
506,19072,Active,FALSE,FALSE,N,12/13/2019,35,Check,Fall Towns,Gift
729,19072,Active,FALSE,FALSE,N,12/13/2019,2000,Check,Mem-hon,Gift
628,19010,Active,FALSE,FALSE,N,12/13/2019,50,Check,Board,Gift
107,19333,Active,FALSE,FALSE,N,12/13/2019,852,Check,Emerg fund,Gift
107,19333,Active,FALSE,FALSE,N,12/13/2019,473,Check,Mem-hon,Gift
285,19004,Active,FALSE,FALSE,N,12/13/2019,265,Check,Misc,Gift
302,19348,Active,TRUE,FALSE,N,12/13/2019,25,Check,Fall Towns,Gift
1034,19087,Active,FALSE,FALSE,N,12/14/2019,250,Check,Emerg fund,Gift
116,19041,Active,FALSE,FALSE,N,12/14/2019,60,Check,Emerg fund,Gift
114,19010,Active,FALSE,FALSE,N,12/14/2019,100,Check,Fall Towns,Gift
1049,19041,Active,FALSE,FALSE,N,12/14/2019,500,Check,CAC,Gift
598,19096,Active,FALSE,FALSE,N,12/15/2019,50,Check,Fall Towns,Gift
644,19087,Active,FALSE,FALSE,N,12/15/2019,100,Check,Fall Towns,Gift
567,19010,Active,FALSE,FALSE,N,12/15/2019,50,Check,Emerg fund,Gift
426,19085,Active,FALSE,FALSE,N,12/15/2019,100,Check,Emerg fund,Gift
571,19444,Active,FALSE,FALSE,N,12/15/2019,25,Check,Fall Towns,Gift
427,19010,Active,FALSE,FALSE,N,12/15/2019,50,Check,Fall Towns,Gift
956,19003,Active,FALSE,FALSE,N,12/15/2019,45,Check,Fall Towns,Gift
1016,19096,Active,FALSE,FALSE,N,12/15/2019,36,Check,Fall Towns,Gift
988,19004,Active,FALSE,FALSE,N,12/15/2019,25,Check,Fall Towns,Gift
32,19066,Active,FALSE,FALSE,N,12/15/2019,75,Check,Fall Towns,Gift
340,19096,Active,FALSE,FALSE,N,12/15/2019,72,Check,Fall Towns,Gift
539,19010,Active,FALSE,FALSE,N,12/16/2019,30,Check,Fall Towns,Gift
971,19066,Active,FALSE,FALSE,N,12/16/2019,50,Check,Emerg fund,Gift
376,19010,Active,FALSE,FALSE,N,12/16/2019,50,Check,Fall Towns,Gift
526,19035,Active,FALSE,FALSE,N,12/16/2019,250,Check,Emerg fund,Gift
526,19035,Active,FALSE,FALSE,N,12/16/2019,250,Check,Emerg fund,Gift
87,19041,Active,FALSE,FALSE,N,12/16/2019,50,Check,Emerg fund,Gift
233,19072,Active,FALSE,FALSE,N,12/16/2019,1500,Check,Foundation,Gift
232,19010,Active,FALSE,FALSE,N,12/16/2019,500,Check,Misc,Gift
252,19002,Active,FALSE,FALSE,N,12/16/2019,50,Check,Emerg fund,Gift
864,20814,Active,FALSE,FALSE,N,12/16/2019,340,Check,Misc,Gift
734,20895,Active,FALSE,FALSE,N,12/16/2019,300,Check,Mem-hon,Gift
812,NA,Active,FALSE,FALSE,N,12/16/2019,50,Check,Fall Towns,Gift
743,NA,Active,FALSE,FALSE,Y,12/16/2019,12,Check,Corporatio,Gift
835,19072,Active,FALSE,FALSE,N,12/16/2019,100,Check,Board,Gift
695,19072,Active,FALSE,FALSE,N,12/16/2019,50,Check,Emerg fund,Gift
111,19035,Active,FALSE,FALSE,N,12/17/2019,50,Check,Emerg fund,Gift
792,19096,Active,FALSE,FALSE,N,12/17/2019,50,Check,Fall Towns,Gift
684,NA,Active,FALSE,FALSE,N,12/17/2019,40,Check,Fall Towns,Gift
1045,NA,Active,FALSE,FALSE,N,12/17/2019,40,Check,Fall Towns,Gift
494,19010,Active,FALSE,FALSE,N,12/17/2019,500,Check,Fall Towns,Gift
738,19041,Active,FALSE,FALSE,N,12/18/2019,100,Check,Fall Towns,Gift
113,19066,Active,FALSE,FALSE,N,12/18/2019,150,Check,Board,Gift
806,19004,Active,FALSE,FALSE,N,12/18/2019,15,Check,Fall Towns,Gift
815,NA,Active,FALSE,FALSE,Y,12/18/2019,250,Check,Fall Towns,Gift
865,19096,Active,FALSE,FALSE,N,12/18/2019,500,Check,Fall Towns,Gift
946,19010,Active,FALSE,FALSE,N,12/18/2019,50,Check,Fall Towns,Gift
316,19066,Active,FALSE,FALSE,N,12/18/2019,25,Check,Fall Towns,Gift
750,NA,Active,FALSE,FALSE,N,12/19/2019,25,Check,Fall Towns,Gift
978,19010,Active,FALSE,FALSE,N,12/19/2019,150,Check,Fall Towns,Gift
630,19096,Active,FALSE,FALSE,N,12/19/2019,200,Check,Emerg fund,Gift
291,19066,Active,FALSE,FALSE,N,12/19/2019,100,Check,Fall Towns,Gift
292,19035,Active,FALSE,FALSE,N,12/19/2019,50,Check,Fall Towns,Gift
102,19010,Active,FALSE,FALSE,N,12/19/2019,100,Check,Fall Towns,Gift
56,19003,Active,FALSE,FALSE,N,12/19/2019,50,Check,Fall Towns,Gift
783,19041,Active,FALSE,FALSE,N,12/20/2019,200,Check,Fall Towns,Gift
911,19096,Active,FALSE,FALSE,N,12/20/2019,18,Check,Fall Towns,Gift
715,23060,Active,FALSE,FALSE,N,12/20/2019,500,Check,Fall Towns,Gift
236,NA,Active,FALSE,FALSE,N,12/20/2019,100,Check,Emerg fund,Gift
828,19096,Active,FALSE,FALSE,N,12/21/2019,62.5,Check,Church,Gift
26,19087,Active,FALSE,FALSE,N,12/21/2019,20,Check,Emerg fund,Gift
206,19003,Active,FALSE,FALSE,N,12/21/2019,400,Check,Fall Towns,Gift
717,19103,Active,FALSE,FALSE,N,12/21/2019,35,Check,Fall Towns,Gift
91,19003,Active,FALSE,FALSE,N,12/21/2019,200,Check,Fall Towns,Gift
1010,19096,Active,FALSE,FALSE,N,12/21/2019,100,Check,Fall Towns,Gift
458,19096,Active,FALSE,FALSE,N,12/21/2019,250,Check,Fall Towns,Gift
821,19004,Active,FALSE,FALSE,N,12/21/2019,50,Check,Emerg fund,Gift
402,19072,Active,FALSE,FALSE,N,12/21/2019,50,Check,Fall Towns,Gift
53,19096,Active,FALSE,FALSE,N,12/21/2019,25,Check,Fall Towns,Gift
599,19066,Active,FALSE,FALSE,N,12/21/2019,10,Check,Fall Towns,Gift
347,19010,Active,FALSE,FALSE,N,12/22/2019,50,Check,Fall Towns,Gift
952,19003,Active,FALSE,FALSE,N,12/22/2019,100,Check,Fall Towns,Gift
651,19041,Active,FALSE,FALSE,N,12/22/2019,200,Check,Fall Towns,Gift
141,NA,Active,FALSE,FALSE,N,12/22/2019,100,Check,Fall Towns,Gift
698,19004,Active,FALSE,FALSE,N,12/22/2019,50,Check,Fall Towns,Gift
433,19066,Active,FALSE,FALSE,N,12/23/2019,50,Check,Fall Towns,Gift
793,NA,Active,FALSE,FALSE,N,12/23/2019,50,Check,Emerg fund,Gift
16,19072,Active,FALSE,FALSE,N,12/23/2019,50,Check,Fall Towns,Gift
797,19066,Active,FALSE,FALSE,N,12/23/2019,50,Check,Fall Towns,Gift
168,19003,Active,FALSE,FALSE,N,12/23/2019,50,Check,Emerg fund,Gift
72,19003,Active,FALSE,FALSE,N,12/23/2019,10,Check,Fall Towns,Gift
813,19403,Active,FALSE,FALSE,N,12/23/2019,150,Check,Fall Towns,Gift
394,19096,Active,FALSE,FALSE,N,12/23/2019,75,Check,Fall Towns,Gift
904,NA,Active,FALSE,FALSE,N,12/24/2019,20,Check,Fall Towns,Gift
324,19072,Active,FALSE,FALSE,N,12/24/2019,100,Check,Fall Towns,Gift
161,19008,Active,FALSE,FALSE,N,12/24/2019,150,Check,Fall Towns,Gift
392,19003,Active,FALSE,FALSE,N,12/24/2019,100,Check,Fall Towns,Gift
805,19072,Active,FALSE,FALSE,N,12/24/2019,100,Check,Fall Towns,Gift
422,19004,Active,FALSE,FALSE,N,12/24/2019,100,Check,Fall Towns,Gift
983,19041,Active,FALSE,FALSE,N,12/25/2019,15,Check,Fall Towns,Gift
556,19072,Active,FALSE,FALSE,N,12/26/2019,20,Check,Fall Towns,Gift
403,19004,Active,FALSE,FALSE,N,12/26/2019,75,Check,Fall Towns,Gift
1023,19035,Active,TRUE,TRUE,N,12/26/2019,100,Check,Fall Towns,Gift
432,19004,Active,FALSE,FALSE,N,12/26/2019,500,Check,Fall Towns,Gift
742,19004,Active,FALSE,FALSE,N,12/26/2019,100,Check,Fall Towns,Gift
728,19010,Active,FALSE,FALSE,N,12/26/2019,250,Check,Fall Towns,Gift
477,19004,Active,FALSE,FALSE,N,12/26/2019,100,Check,Fall Towns,Gift
71,19085,Active,FALSE,FALSE,N,12/26/2019,50,Check,Fall Towns,Gift
129,19096,Active,FALSE,FALSE,N,12/26/2019,306,Check,Fall Towns,Gift
269,19096,Active,FALSE,FALSE,N,12/26/2019,50,Check,Fall Towns,Gift
795,19004,Active,FALSE,FALSE,N,12/26/2019,50,Check,Fall Towns,Gift
985,19072,Active,FALSE,FALSE,N,12/27/2019,50,Check,Fall Towns,Gift
430,19035,Active,FALSE,FALSE,N,12/27/2019,250,Check,Fall Towns,Gift
962,19462,Active,FALSE,FALSE,N,12/27/2019,26,Check,Misc,Gift
962,19462,Active,FALSE,FALSE,N,12/27/2019,991,Cash,Misc,Gift
942,19066,Active,FALSE,FALSE,N,12/27/2019,200,Check,Fall Towns,Gift
69,19003,Active,FALSE,FALSE,N,12/27/2019,25,Check,Fall Towns,Gift
871,19096,Active,FALSE,FALSE,N,12/27/2019,100,Check,Fall Towns,Gift
673,19010,Active,FALSE,FALSE,N,12/27/2019,100,Check,Fall Towns,Gift
939,19085,Active,FALSE,FALSE,N,12/27/2019,100,Check,Fall Towns,Gift
930,19096,Active,FALSE,FALSE,N,12/27/2019,50,Check,Fall Towns,Gift
135,19003,Active,FALSE,FALSE,Y,12/27/2019,1390,Check,Special Pr,Gift
135,19003,Active,FALSE,FALSE,Y,12/27/2019,162.4,Check,Escort Dri,Gift
420,19096,Active,FALSE,FALSE,N,12/28/2019,500,Check,Fall Towns,Gift
383,19004,Active,FALSE,FALSE,N,12/28/2019,25,Check,Fall Towns,Gift
699,19426,Active,FALSE,FALSE,N,12/28/2019,50,Check,Fall Towns,Gift
262,19096,Active,FALSE,FALSE,N,12/28/2019,50,Check,Fall Towns,Gift
964,19087,Active,FALSE,FALSE,N,12/28/2019,25,Check,Fall Towns,Gift
278,19003,Active,FALSE,FALSE,N,12/29/2019,75,Check,Fall Towns,Gift
312,19066,Active,FALSE,FALSE,N,12/29/2019,100,Check,Fall Towns,Gift
947,19096,Active,FALSE,FALSE,N,12/29/2019,200,Check,Fall Towns,Gift
489,19004,Active,FALSE,FALSE,N,12/29/2019,50,Check,Fall Towns,Gift
622,19119,Active,FALSE,FALSE,N,12/29/2019,40,Check,Fall Towns,Gift
288,19041,Active,FALSE,FALSE,N,12/30/2019,100,Check,Fall Towns,Gift
325,19096,Active,FALSE,FALSE,N,12/30/2019,25,Check,Fall Towns,Gift
174,19003,Active,FALSE,FALSE,N,12/30/2019,50,Check,Fall Towns,Gift
1012,19003,Active,FALSE,FALSE,N,12/30/2019,50,Check,Fall Towns,Gift
12,19096,Active,TRUE,TRUE,N,12/30/2019,300,Check,Fall Towns,Gift
803,19127,Active,FALSE,FALSE,N,12/30/2019,200,Check,Fall Towns,Gift
666,19035,Active,FALSE,FALSE,N,12/30/2019,100,Check,Fall Towns,Gift
379,19096,Active,FALSE,FALSE,N,12/30/2019,150,Check,Fall Towns,Gift
694,19096,Active,FALSE,FALSE,N,12/30/2019,100,Check,Fall Towns,Gift
525,19010,Active,FALSE,FALSE,N,12/30/2019,240,Check,Fall Towns,Gift
139,NA,Active,FALSE,FALSE,N,12/30/2019,250,Check,Fall Towns,Gift
143,19010,Active,FALSE,FALSE,N,12/30/2019,25,Check,Fall Towns,Gift
92,19003,Active,FALSE,FALSE,N,12/30/2019,40,Check,Clients,Gift
623,NA,Active,FALSE,FALSE,N,12/30/2019,25,Check,Fall Towns,Gift
898,19004,Active,FALSE,FALSE,N,12/30/2019,200,Check,Fall Towns,Gift
442,19072,Active,FALSE,FALSE,N,12/30/2019,100,Check,Fall Towns,Gift
881,19085,Active,FALSE,FALSE,N,12/30/2019,75,Check,Fall Towns,Gift
564,19096,Active,FALSE,FALSE,N,12/30/2019,100,Check,Fall Towns,Gift
229,19312,Active,FALSE,FALSE,N,12/30/2019,50,Check,Fall Towns,Gift
866,19066,Active,FALSE,FALSE,N,12/31/2019,25,Check,Fall Towns,Gift
24,NA,Active,FALSE,FALSE,N,12/31/2019,250,Check,Fall Towns,Gift
708,19066,Active,FALSE,FALSE,N,12/31/2019,50,Check,Fall Towns,Gift
64,19003,Active,FALSE,FALSE,N,12/31/2019,50,Check,Fall Towns,Gift
380,NA,Active,FALSE,FALSE,N,12/31/2019,50,Check,Fall Towns,Gift
65,NA,Active,FALSE,FALSE,N,12/31/2019,50,Check,Fall Towns,Gift
307,19004,Active,FALSE,FALSE,N,12/31/2019,35,Check,Fall Towns,Gift
28,19035,Active,FALSE,FALSE,N,12/31/2019,100,Check,Fall Towns,Gift
421,19096,Active,FALSE,FALSE,N,12/31/2019,30,Check,Fall Towns,Gift
597,NA,Active,FALSE,FALSE,N,12/31/2019,50,Check,Fall Towns,Gift
548,19041,Active,FALSE,FALSE,N,12/31/2019,15,Check,Fall Towns,Gift
345,19041,Active,FALSE,FALSE,N,12/31/2019,50,Check,Fall Towns,Gift
103,NA,Active,FALSE,FALSE,N,12/31/2019,50,Check,Fall Towns,Gift
134,19096,Active,FALSE,FALSE,N,12/31/2019,100,Check,Fall Towns,Gift
346,19041,Active,FALSE,FALSE,N,12/31/2019,50,Check,Fall Towns,Gift
928,19085,Active,FALSE,FALSE,N,12/31/2019,50,Check,Fall Towns,Gift
859,19008,Active,FALSE,FALSE,N,12/31/2019,200,Check,Fall Towns,Gift
753,19003,Active,FALSE,FALSE,N,12/31/2019,25,Check,Fall Towns,Gift
818,19066,Active,FALSE,FALSE,N,01/02/2020,35,Check,Fall Towns,Gift
682,19003,Active,FALSE,FALSE,Y,01/02/2020,430,Check,Misc,Gift
450,19010,Active,FALSE,FALSE,N,01/03/2020,105,Check,Corporatio,Gift
835,19072,Active,FALSE,FALSE,N,01/06/2020,100,Check,Board,Gift
743,NA,Active,FALSE,FALSE,Y,01/07/2020,6,Check,Corporatio,Gift
825,19096,Active,FALSE,FALSE,N,01/09/2020,15,Check,Fall Towns,Gift
511,19072,Active,FALSE,FALSE,N,01/09/2020,50,Check,Fall Towns,Gift
186,NA,Active,FALSE,FALSE,N,01/10/2020,27,Check,Misc,Gift
1028,19010,Active,FALSE,FALSE,Y,01/10/2020,300,Check,Emerg fund,Gift
594,19003,Active,FALSE,FALSE,N,01/13/2020,37,Check,Clients,Gift
404,19004,Active,FALSE,FALSE,N,01/14/2020,1000,Check,Fall Towns,Gift
569,20166,Active,FALSE,FALSE,N,01/15/2020,200,Check,Foundation,Gift
864,20814,Active,FALSE,FALSE,N,01/15/2020,98.02,Check,Misc,Gift
891,19041,Active,FALSE,FALSE,N,01/15/2020,50,Check,Board,Gift
396,19010,Active,FALSE,FALSE,N,01/16/2020,20000,Check,Corporatio,Gift
712,19064,Active,FALSE,FALSE,N,01/17/2020,35,Check,Misc,Gift
1009,19096,Active,FALSE,FALSE,N,01/17/2020,100,Check,Fall Towns,Gift
377,19096,Active,FALSE,FALSE,N,01/20/2020,70,Check,Misc,Gift
619,19041,Active,FALSE,FALSE,N,01/20/2020,35,Check,Misc,Gift
537,19096,Active,FALSE,FALSE,N,01/21/2020,75,Check,Misc,Gift
31,19426,Active,FALSE,FALSE,N,01/21/2020,35,Check,Misc,Gift
836,19004,Active,FALSE,FALSE,Y,01/22/2020,35,Check,Fall Towns,Gift
119,19041,Active,FALSE,FALSE,N,01/24/2020,105,Check,Misc,Gift
68,19004,Active,FALSE,FALSE,N,01/24/2020,70,Check,Misc,Gift
385,NA,Active,FALSE,FALSE,N,01/24/2020,70,Check,Misc,Gift
355,19041,Active,FALSE,FALSE,N,01/27/2020,40,Check,Misc,Gift
358,19010,Active,FALSE,FALSE,N,01/27/2020,25,Check,Fall Towns,Gift
934,19096,Active,FALSE,FALSE,N,01/27/2020,100,Check,Fall Towns,Gift
796,19010,Active,FALSE,FALSE,N,01/28/2020,70,Check,Misc,Gift
356,19096,Active,FALSE,FALSE,N,01/29/2020,25,Check,Fall Towns,Gift
991,19087,Active,FALSE,FALSE,N,01/30/2020,70,Check,Misc,Gift
186,NA,Active,FALSE,FALSE,N,01/31/2020,1,Check,Fall Towns,Gift
92,19003,Active,FALSE,FALSE,N,01/31/2020,40,Check,Clients,Gift
135,19003,Active,FALSE,FALSE,Y,01/31/2020,29.6,Check,Escort Dri,Gift
135,19003,Active,FALSE,FALSE,Y,01/31/2020,1390,Check,Special Pr,Gift
20,15206,Active,FALSE,FALSE,N,02/06/2020,500,Check,Misc,Gift
825,19096,Active,FALSE,FALSE,N,02/10/2020,15,Check,Fall Towns,Gift
211,98055,Active,FALSE,FALSE,N,02/11/2020,32.5,Check,Corporatio,Gift
283,19072,Active,FALSE,FALSE,N,02/11/2020,100,Check,Fall Towns,Gift
602,19103,Active,FALSE,FALSE,N,02/14/2020,1500,Check,Foundation,Gift
800,19103,Active,FALSE,FALSE,N,02/17/2020,100,Check,Fall Towns,Gift
864,20814,Active,FALSE,FALSE,N,02/18/2020,110,Check,Misc,Gift
615,19004,Active,FALSE,FALSE,N,02/19/2020,25,Check,Corporatio,Gift
135,19003,Active,FALSE,FALSE,Y,02/21/2020,109.7,Check,Escort Dri,Gift
242,06828,Active,FALSE,FALSE,Y,02/24/2020,600,Check,Corporatio,Gift
119,19041,Active,FALSE,FALSE,N,02/25/2020,250,Check,Sprg Evt,Gift
628,19010,Active,FALSE,FALSE,N,02/26/2020,250,Check,Sprg Evt,Gift
396,19010,Active,FALSE,FALSE,N,02/27/2020,8500,Check,AMCRC,Gift
80,19041,Active,FALSE,FALSE,N,02/28/2020,425,Check,Fall Towns,Gift
744,19096,Active,FALSE,FALSE,N,02/28/2020,25,Check,Fall Towns,Gift
255,19004,Active,TRUE,TRUE,N,02/29/2020,150,Check,Fall Towns,Gift
144,19035,Active,FALSE,FALSE,N,02/29/2020,50,Check,Fall Towns,Gift
84,19003,Active,FALSE,FALSE,N,02/29/2020,35,Check,Fall Towns,Gift
92,19003,Active,FALSE,FALSE,N,03/01/2020,40,Check,Clients,Gift
363,19096,Active,FALSE,FALSE,N,03/02/2020,250,Check,Fall Towns,Gift
352,19010,Active,FALSE,FALSE,N,03/02/2020,50,Check,Fall Towns,Gift
705,19004,Active,FALSE,FALSE,N,03/02/2020,10,Check,Fall Towns,Gift
721,19072,Active,FALSE,FALSE,N,03/02/2020,100,Check,Clients,Gift
1042,19004,Active,FALSE,FALSE,N,03/02/2020,100,Check,Fall Towns,Gift
810,19355,Active,FALSE,FALSE,N,03/03/2020,100,Check,Sprg Evt,Gift
146,19008,Active,FALSE,FALSE,N,03/03/2020,100,Check,Sprg Evt,Gift
410,19004,Active,FALSE,FALSE,N,03/03/2020,5,Check,Fall Towns,Gift
825,19096,Active,FALSE,FALSE,N,03/05/2020,15,Check,Fall Towns,Gift
387,19103,Active,FALSE,FALSE,N,03/05/2020,50,Check,Fall Towns,Gift
142,19073,Active,FALSE,FALSE,N,03/06/2020,100,Check,Fall Towns,Gift
282,19020,Active,FALSE,FALSE,N,03/06/2020,250,Check,Sprg Evt,Gift
205,19004,Active,FALSE,FALSE,N,03/09/2020,260,Check,Sprg Evt,Gift
897,19072,Active,FALSE,FALSE,N,03/09/2020,250,Check,Sprg Evt,Gift
136,19010,Active,FALSE,FALSE,N,03/10/2020,250,Check,Fall Towns,Gift
834,19010,Active,FALSE,FALSE,N,03/10/2020,25,Check,Fall Towns,Gift
246,19096,Active,FALSE,FALSE,N,03/12/2020,100,Check,Fall Towns,Gift
992,19104,Active,FALSE,FALSE,N,03/12/2020,250,Check,Sprg Evt,Gift
100,19085,Active,FALSE,FALSE,N,03/12/2020,100,Check,Fall Towns,Gift
2,19072,Active,FALSE,FALSE,N,03/12/2020,75,Check,Emerg fund,Gift
793,NA,Active,FALSE,FALSE,N,03/13/2020,320,Check,Emerg fund,Gift
627,19087,Active,FALSE,FALSE,N,03/13/2020,100,Check,Sprg Evt,Gift
31,19426,Active,FALSE,FALSE,N,03/13/2020,110,Check,Sprg Evt,Gift
212,NA,Active,FALSE,FALSE,N,03/14/2020,20,Check,Fall Towns,Gift
527,19085,Active,FALSE,FALSE,N,03/14/2020,50,Check,Fall Towns,Gift
600,19041,Active,FALSE,FALSE,N,03/16/2020,100,Check,Emerg fund,Gift
675,19085,Active,FALSE,FALSE,N,03/16/2020,200,Check,Misc,Gift
49,19003,Active,FALSE,FALSE,N,03/16/2020,200,Check,Emerg fund,Gift
574,19072,Active,FALSE,FALSE,N,03/16/2020,100,Check,Fall Towns,Gift
973,19036,Active,FALSE,FALSE,N,03/17/2020,500,Check,Sprg Evt,Gift
390,19066,Active,FALSE,FALSE,N,03/18/2020,200,Check,Misc,Gift
600,19041,Active,FALSE,FALSE,N,03/20/2020,300,Check,Sprg Evt,Gift
743,NA,Active,FALSE,FALSE,Y,03/23/2020,10,Check,Corporatio,Gift
591,19446,Active,FALSE,FALSE,N,03/24/2020,25,Check,Fall Towns,Gift
470,19096,Active,FALSE,FALSE,N,03/25/2020,200,Check,Misc,Gift
835,19072,Active,FALSE,FALSE,N,03/25/2020,100,Check,Sprg Evt,Gift
28,19035,Active,FALSE,FALSE,N,03/26/2020,200,Check,Misc,Gift
