anon_donor_id,zip,status,do_not_mail,do_not_call,organisation,date,amount,form,campaign,target
825,19096,Active,FALSE,FALSE,N,07/15/2019,25,Check,Misc,Gift
864,20814,Active,FALSE,FALSE,N,07/15/2019,50,Check,Misc,Gift
743,NA,Active,FALSE,FALSE,Y,07/15/2019,6,Check,Misc,Gift
743,NA,Active,FALSE,FALSE,Y,07/15/2019,28.4,Check,Misc,Gift
600,19041,Active,FALSE,FALSE,N,07/16/2019,50,Check,Mem-hon,Gift
257,NA,Active,FALSE,FALSE,N,07/17/2019,259,Check,Mem-hon,Gift
547,19066,Active,FALSE,FALSE,N,07/18/2019,1000,Check,Board,Gift
743,NA,Active,FALSE,FALSE,Y,07/19/2019,2,Check,Misc,Gift
199,19072,Active,FALSE,FALSE,N,07/20/2019,20,Check,Misc,Gift
815,NA,Active,FALSE,FALSE,Y,07/24/2019,250,Check,Fall Towns,Gift
1033,19072,Active,FALSE,FALSE,N,07/25/2019,20,Check,Misc,Gift
382,19072,Active,FALSE,FALSE,N,07/25/2019,10,Check,Misc,Gift
27,19072,Active,FALSE,FALSE,N,07/26/2019,10,Check,Misc,Gift
353,08003,Active,FALSE,FALSE,N,07/26/2019,50,Check,Mem-hon,Gift
545,19072,Active,FALSE,FALSE,N,07/28/2019,10,Check,Misc,Gift
555,19072,Active,FALSE,FALSE,N,07/28/2019,15,Check,Misc,Gift
182,19072,Active,FALSE,FALSE,N,07/28/2019,10,Check,Misc,Gift
225,19072,Active,FALSE,FALSE,N,07/28/2019,10,Check,Misc,Gift
607,08003,Active,FALSE,FALSE,N,07/28/2019,20,Check,Misc,Gift
59,19072,Active,FALSE,FALSE,N,07/28/2019,300,Check,Misc,Gift
601,19072,Active,FALSE,FALSE,N,07/28/2019,35,Check,Misc,Gift
620,19072,Active,FALSE,FALSE,N,07/28/2019,40,Check,Misc,Gift
22,19072,Active,FALSE,FALSE,N,07/28/2019,25,Check,Misc,Gift
944,19072,Active,FALSE,FALSE,N,07/28/2019,40,Check,Misc,Gift
275,19072,Active,FALSE,FALSE,N,07/28/2019,10,Check,Misc,Gift
575,19072,Active,FALSE,FALSE,N,07/28/2019,48,Check,Misc,Gift
512,19072,Active,FALSE,FALSE,N,07/28/2019,20,Check,Misc,Gift
99,19072,Active,FALSE,FALSE,N,07/28/2019,10,Check,Misc,Gift
172,19072,Active,FALSE,FALSE,N,07/28/2019,40,Check,Misc,Gift
171,19072,Active,FALSE,FALSE,N,07/28/2019,25,Check,Misc,Gift
408,19072,Active,FALSE,FALSE,N,07/28/2019,10,Check,Misc,Gift
35,19072,Active,FALSE,FALSE,N,07/28/2019,30,Check,Misc,Gift
234,19072,Active,FALSE,FALSE,N,07/28/2019,40,Check,Misc,Gift
566,19072,Active,FALSE,FALSE,N,07/28/2019,20,Check,Misc,Gift
361,19072,Active,FALSE,FALSE,N,07/28/2019,20,Check,Misc,Gift
43,19072,Active,FALSE,FALSE,N,07/28/2019,10,Check,Misc,Gift
604,19072,Active,FALSE,FALSE,N,07/28/2019,50,Check,Misc,Gift
963,19072,Active,FALSE,FALSE,N,07/28/2019,10,Check,Misc,Gift
208,19072,Active,FALSE,FALSE,N,07/29/2019,40,Check,Misc,Gift
196,19072,Active,FALSE,FALSE,N,07/29/2019,20,Check,Misc,Gift
101,19072,Active,FALSE,FALSE,N,07/31/2019,25,Check,Misc,Gift
577,NA,Active,FALSE,FALSE,N,07/31/2019,25,Check,Mem-hon,Gift
92,19003,Active,FALSE,FALSE,N,07/31/2019,40,Check,Clients,Gift
631,90291,Active,FALSE,FALSE,N,08/02/2019,48.25,Check,Misc,Gift
148,19805,Active,FALSE,FALSE,N,08/05/2019,122.65,Check,Misc,Gift
1051,19072,Active,FALSE,FALSE,N,08/05/2019,10,Check,Misc,Gift
726,NA,Active,FALSE,FALSE,N,08/06/2019,50,Check,Mem-hon,Gift
761,19006,Active,FALSE,FALSE,N,08/06/2019,100,Check,Mem-hon,Gift
1018,19085,Active,FALSE,FALSE,N,08/09/2019,100,Check,Fall Towns,Gift
348,19072,Active,FALSE,FALSE,N,08/09/2019,924,Check,Misc,Gift
238,19066,Active,FALSE,FALSE,N,08/13/2019,100,Check,Fall Towns,Gift
649,19096,Active,FALSE,FALSE,N,08/14/2019,100,Check,Clients,Gift
743,NA,Active,FALSE,FALSE,Y,08/15/2019,4,Check,Misc,Gift
263,19003,Active,FALSE,FALSE,N,08/19/2019,20,Check,Fall Towns,Gift
628,19010,Active,FALSE,FALSE,N,08/20/2019,20,Check,Board,Gift
701,19004,Active,FALSE,FALSE,N,08/23/2019,50,Check,Fall Towns,Gift
617,19066,Active,FALSE,FALSE,N,08/26/2019,36,Check,Clients,Gift
743,NA,Active,FALSE,FALSE,Y,08/26/2019,3,Check,Misc,Gift
743,NA,Active,FALSE,FALSE,Y,09/05/2019,2,Check,Misc,Gift
628,19010,Active,FALSE,FALSE,N,09/10/2019,20,Check,Board,Gift
52,NA,NA,FALSE,FALSE,N,09/10/2019,25,Check,Clients,Gift
205,19004,Active,FALSE,FALSE,N,09/11/2019,500,Check,Board,Gift
730,19072,Active,FALSE,FALSE,N,09/18/2019,18,Check,Fall Towns,Gift
178,NA,Active,FALSE,FALSE,N,09/19/2019,5,Check,Emerg fund,Gift
152,19101,Active,FALSE,FALSE,N,09/20/2019,20000,Check,Foundation,Gift
787,19004,Active,FALSE,FALSE,N,09/21/2019,100,Check,Fall Towns,Gift
557,19035,Active,FALSE,FALSE,N,09/22/2019,50,Check,Fall Towns,Gift
241,19096,Active,FALSE,FALSE,N,09/23/2019,200,Check,Fall Towns,Gift
612,19107,Active,FALSE,FALSE,N,09/25/2019,280,Check,Misc,Gift
916,19066,Active,FALSE,FALSE,N,09/25/2019,40,Check,Fall Towns,Gift
309,19035,Active,FALSE,FALSE,N,09/27/2019,1000,Check,Newsletter,Gift
828,19096,Active,FALSE,FALSE,N,09/27/2019,62.5,Check,Church,Gift
135,19003,Active,FALSE,FALSE,Y,09/27/2019,1390,Check,Special Pr,Gift
135,19003,Active,FALSE,FALSE,Y,09/27/2019,386.8,Check,Escort Dri,Gift
92,19003,Active,FALSE,FALSE,N,09/29/2019,40,Check,Clients,Gift
743,NA,Active,FALSE,FALSE,Y,09/30/2019,14.5,Check,Misc,Gift
910,19010,Active,FALSE,FALSE,N,10/01/2019,100,Check,Newsletter,Gift
941,19096,Active,FALSE,FALSE,N,10/01/2019,300,Check,Board,Gift
655,19035,Active,FALSE,FALSE,N,10/03/2019,2500,Check,Newsletter,Gift
1002,19018,Active,FALSE,FALSE,N,10/03/2019,50,Check,Fall Towns,Gift
1028,19010,Active,FALSE,FALSE,Y,10/04/2019,300,Check,Emerg fund,Gift
1048,19041,Active,FALSE,FALSE,N,10/07/2019,530,Check,Fall Towns,Gift
150,19010,Active,FALSE,FALSE,N,10/08/2019,250,Check,Fall Towns,Gift
948,19003,Active,FALSE,FALSE,N,10/15/2019,25,Check,Fall Towns,Gift
740,19003,Active,FALSE,FALSE,N,10/15/2019,100,Check,Fall Towns,Gift
883,19085,Active,FALSE,FALSE,N,10/15/2019,100,Check,Fall Towns,Gift
784,19041,Active,FALSE,FALSE,N,10/15/2019,100,Check,Fall Towns,Gift
889,19406,Active,FALSE,FALSE,N,10/15/2019,25,Check,Fall Towns,Gift
961,19072,Active,FALSE,FALSE,N,10/15/2019,30,Check,Fall Towns,Gift
484,19085,Active,FALSE,FALSE,N,10/15/2019,50,Check,Fall Towns,Gift
276,19066,Active,FALSE,FALSE,N,10/15/2019,100,Check,Fall Towns,Gift
690,19072,Active,FALSE,FALSE,N,10/15/2019,35,Check,Fall Towns,Gift
852,19004,Active,FALSE,FALSE,N,10/15/2019,5,Check,Fall Towns,Gift
640,19072,Active,FALSE,FALSE,N,10/15/2019,50,Check,Fall Towns,Gift
95,19041,Active,FALSE,FALSE,N,10/16/2019,100,Check,Fall Towns,Gift
256,19041,Active,FALSE,FALSE,N,10/16/2019,100,Check,Fall Towns,Gift
153,19096,Active,FALSE,FALSE,N,10/16/2019,200,Check,Fall Towns,Gift
218,19041,Active,FALSE,FALSE,N,10/16/2019,75,Check,Fall Towns,Gift
339,19096,Active,FALSE,FALSE,N,10/16/2019,25,Check,Fall Towns,Gift
872,19003,Active,FALSE,FALSE,N,10/16/2019,50,Check,Fall Towns,Gift
1008,07094,Active,FALSE,FALSE,N,10/16/2019,20,Check,Fall Towns,Gift
949,19041,Active,TRUE,TRUE,N,10/16/2019,100,Check,Fall Towns,Gift
886,19096,Active,FALSE,FALSE,N,10/16/2019,100,Check,Fall Towns,Gift
281,19096,Active,FALSE,FALSE,N,10/16/2019,10,Check,Fall Towns,Gift
185,19096,Active,FALSE,FALSE,N,10/16/2019,250,Check,Fall Towns,Gift
1003,19072,Active,FALSE,FALSE,N,10/16/2019,200,Check,Fall Towns,Gift
112,19096,Active,FALSE,FALSE,N,10/16/2019,15,Check,Fall Towns,Gift
334,19096,Active,FALSE,FALSE,N,10/16/2019,75,Check,Fall Towns,Gift
1019,19072,Active,FALSE,FALSE,N,10/16/2019,50,Check,Fall Towns,Gift
536,85260,Active,FALSE,FALSE,N,10/16/2019,50,Check,Fall Towns,Gift
198,19096,Active,FALSE,FALSE,N,10/16/2019,50,Check,Clients,Gift
711,19066,Active,FALSE,FALSE,N,10/16/2019,50,Check,Fall Towns,Gift
115,19003,Active,FALSE,FALSE,N,10/16/2019,30,Check,Clients,Gift
610,19096,Active,FALSE,FALSE,N,10/16/2019,50,Check,Fall Towns,Gift
532,19096,Active,FALSE,FALSE,N,10/16/2019,25,Check,Fall Towns,Gift
606,19083,Active,FALSE,FALSE,N,10/16/2019,25,Check,Fall Towns,Gift
347,19010,Active,FALSE,FALSE,N,10/17/2019,100,Check,Fall Towns,Gift
520,19004,Active,FALSE,FALSE,N,10/17/2019,75,Check,Fall Towns,Gift
254,19072,Active,FALSE,FALSE,N,10/17/2019,25,Check,Fall Towns,Gift
439,19035,Active,FALSE,FALSE,N,10/17/2019,50,Check,Fall Towns,Gift
93,19010,Active,FALSE,FALSE,N,10/17/2019,100,Check,Fall Towns,Gift
582,19010,Active,FALSE,FALSE,N,10/17/2019,100,Check,Fall Towns,Gift
863,19072,Active,FALSE,FALSE,N,10/17/2019,10,Check,Fall Towns,Gift
391,19035,Active,FALSE,FALSE,N,10/17/2019,75,Check,Fall Towns,Gift
1,19003,Active,FALSE,FALSE,N,10/17/2019,15,Check,Clients,Gift
89,19085,Active,FALSE,FALSE,N,10/17/2019,1000,Check,Fall Towns,Gift
579,19035,Active,FALSE,FALSE,N,10/17/2019,25,Check,Fall Towns,Gift
1037,19096,Active,FALSE,FALSE,N,10/18/2019,54,Check,Clients,Gift
466,19041,Active,FALSE,FALSE,N,10/18/2019,100,Check,Fall Towns,Gift
908,19004,Active,FALSE,FALSE,N,10/18/2019,100,Check,Fall Towns,Gift
641,19010,Active,FALSE,FALSE,N,10/18/2019,250,Check,Fall Towns,Gift
943,19072,Active,FALSE,FALSE,N,10/18/2019,150,Check,Fall Towns,Gift
929,19087,Active,FALSE,FALSE,N,10/18/2019,1000,Check,Foundation,Gift
248,19035,Active,FALSE,FALSE,N,10/18/2019,35,Check,Fall Towns,Gift
794,19004,Active,FALSE,FALSE,N,10/18/2019,25,Check,Fall Towns,Gift
879,19041,Active,FALSE,FALSE,N,10/18/2019,100,Check,Fall Towns,Gift
423,19096,Active,FALSE,FALSE,N,10/18/2019,50,Check,Fall Towns,Gift
748,19041,Active,FALSE,FALSE,N,10/18/2019,100,Check,Fall Towns,Gift
661,19096,Active,FALSE,FALSE,N,10/18/2019,100,Check,Fall Towns,Gift
395,19066,Active,FALSE,FALSE,N,10/18/2019,25,Check,Fall Towns,Gift
135,19003,Active,FALSE,FALSE,Y,10/18/2019,35.9,Check,Escort Dri,Gift
135,19003,Active,FALSE,FALSE,Y,10/18/2019,1390,Check,Special Pr,Gift
226,19312,Active,FALSE,FALSE,N,10/19/2019,40,Check,Mem-hon,Gift
221,19003,Active,FALSE,FALSE,N,10/19/2019,10,Check,Fall Towns,Gift
974,19004,Active,FALSE,FALSE,N,10/19/2019,100,Check,Fall Towns,Gift
954,19004,Active,FALSE,FALSE,N,10/19/2019,100,Check,Fall Towns,Gift
449,19035,Active,FALSE,FALSE,N,10/20/2019,25,Check,Fall Towns,Gift
827,19010,Active,FALSE,FALSE,N,10/20/2019,75,Check,Fall Towns,Gift
1013,19010,Active,FALSE,FALSE,N,10/20/2019,100,Check,Fall Towns,Gift
389,19096,Active,FALSE,FALSE,N,10/20/2019,25,Check,Fall Towns,Gift
868,19096,Active,FALSE,FALSE,N,10/21/2019,100,Check,Fall Towns,Gift
686,19035,Active,FALSE,FALSE,N,10/21/2019,250,Check,Fall Towns,Gift
485,19041,Active,FALSE,FALSE,N,10/21/2019,50,Check,Fall Towns,Gift
1034,19087,Active,FALSE,FALSE,N,10/21/2019,800,Check,CAC,Gift
624,19096,Active,FALSE,FALSE,N,10/21/2019,100,Check,Fall Towns,Gift
966,19035,Active,FALSE,FALSE,N,10/21/2019,25,Check,Fall Towns,Gift
576,19096,Active,FALSE,FALSE,N,10/21/2019,100,Check,CAC,Gift
847,19096,Active,FALSE,FALSE,N,10/21/2019,100,Check,CAC,Gift
507,19004,Active,FALSE,FALSE,N,10/21/2019,100,Check,Fall Towns,Gift
411,19083,Active,FALSE,FALSE,N,10/22/2019,50,Check,Fall Towns,Gift
771,19066,Active,FALSE,FALSE,N,10/22/2019,25,Check,Fall Towns,Gift
21,19041,Active,FALSE,FALSE,N,10/22/2019,500,Check,Fall Towns,Gift
967,19096,Active,FALSE,FALSE,N,10/23/2019,100,Check,Fall Towns,Gift
702,19066,Active,FALSE,FALSE,N,10/23/2019,25,Check,Fall Towns,Gift
443,19096,Active,FALSE,FALSE,N,10/23/2019,50,Check,Clients,Gift
1031,19096,Active,FALSE,FALSE,N,10/24/2019,100,Check,Fall Towns,Gift
757,19072,Active,FALSE,FALSE,N,10/24/2019,500,Check,Fall Towns,Gift
712,19064,Active,FALSE,FALSE,N,10/24/2019,150,Check,Board,Gift
832,19003,Active,FALSE,FALSE,N,10/24/2019,25,Check,Fall Towns,Gift
39,19035,Active,FALSE,FALSE,N,10/24/2019,25,Check,Fall Towns,Gift
341,19066,Active,FALSE,FALSE,N,10/25/2019,50,Check,Fall Towns,Gift
876,19004,Active,FALSE,FALSE,N,10/25/2019,36,Check,Fall Towns,Gift
846,19035,Active,FALSE,FALSE,N,10/25/2019,100,Check,Fall Towns,Gift
609,19096,Active,FALSE,FALSE,N,10/25/2019,100,Check,Fall Towns,Gift
565,19072,Active,FALSE,FALSE,N,10/25/2019,100,Check,Fall Towns,Gift
409,19003,Active,FALSE,FALSE,N,10/26/2019,25,Check,Fall Towns,Gift
843,19096,Active,FALSE,FALSE,N,10/26/2019,100,Check,Fall Towns,Gift
588,19003,Active,FALSE,FALSE,N,10/27/2019,50,Check,Fall Towns,Gift
923,19004,Active,FALSE,FALSE,N,10/27/2019,50,Check,Fall Towns,Gift
490,19004,Active,FALSE,FALSE,N,10/27/2019,20,Check,Fall Towns,Gift
970,19096,Active,FALSE,FALSE,N,10/27/2019,50,Check,Fall Towns,Gift
969,19096,Active,FALSE,FALSE,N,10/27/2019,20,Check,Fall Towns,Gift
378,19003,Active,FALSE,FALSE,N,10/27/2019,18,Check,Fall Towns,Gift
92,19003,Active,FALSE,FALSE,N,10/27/2019,40,Check,Clients,Gift
573,19004,Active,FALSE,FALSE,N,10/27/2019,100,Check,Fall Towns,Gift
223,19085,Active,FALSE,FALSE,N,10/28/2019,50,Check,Fall Towns,Gift
780,19096,Active,TRUE,FALSE,N,10/28/2019,100,Check,Fall Towns,Gift
419,19072,Active,FALSE,FALSE,N,10/28/2019,100,Check,Fall Towns,Gift
1020,NA,Active,FALSE,FALSE,N,10/28/2019,25,Check,Fall Towns,Gift
164,19004,Active,FALSE,FALSE,N,10/29/2019,100,Check,Fall Towns,Gift
240,20815,Active,FALSE,FALSE,N,10/29/2019,100,Check,Fall Towns,Gift
603,19096,Active,FALSE,FALSE,N,10/29/2019,50,Check,Fall Towns,Gift
799,19096,Active,FALSE,FALSE,N,10/29/2019,25,Check,Fall Towns,Gift
317,19041,Active,FALSE,FALSE,N,10/29/2019,25,Check,Clients,Gift
884,19087,Active,FALSE,FALSE,N,10/29/2019,5000,Check,Foundation,Gift
318,19004,Active,FALSE,FALSE,N,10/29/2019,50,Check,Fall Towns,Gift
313,19035,Active,FALSE,FALSE,N,10/30/2019,750,Check,Church,Gift
37,19010,Active,FALSE,FALSE,N,10/30/2019,50,Check,Fall Towns,Gift
97,19041,Active,FALSE,FALSE,N,10/30/2019,15,Check,Fall Towns,Gift
166,19085,Active,FALSE,FALSE,N,10/30/2019,75,Check,Fall Towns,Gift
722,19010,Active,FALSE,FALSE,N,10/30/2019,75,Check,Fall Towns,Gift
210,19004,Active,FALSE,FALSE,N,10/30/2019,50,Check,Fall Towns,Gift
1040,19066,Active,FALSE,FALSE,N,10/30/2019,36,Check,Fall Towns,Gift
718,77019,Active,FALSE,FALSE,N,10/30/2019,50,Check,Fall Towns,Gift
237,19010,Active,FALSE,FALSE,N,10/30/2019,250,Check,Fall Towns,Gift
531,19010,Active,FALSE,FALSE,N,10/30/2019,10,Check,Fall Towns,Gift
903,19096,Active,FALSE,FALSE,N,10/31/2019,5000,Check,Foundation,Gift
628,19010,Active,FALSE,FALSE,N,10/31/2019,300,Check,Board,Gift
326,19096,Active,FALSE,FALSE,N,10/31/2019,50,Check,Fall Towns,Gift
1024,19333,Active,FALSE,FALSE,N,10/31/2019,100,Check,Fall Towns,Gift
286,19096,Active,FALSE,FALSE,N,10/31/2019,150,Check,Mem-hon,Gift
585,19085,Active,FALSE,FALSE,N,10/31/2019,100,Check,Fall Towns,Gift
670,19003,Active,FALSE,FALSE,N,10/31/2019,50,Check,Fall Towns,Gift
130,19096,Active,FALSE,FALSE,N,10/31/2019,25,Check,Fall Towns,Gift
338,19096,Active,FALSE,FALSE,N,10/31/2019,25,Check,Fall Towns,Gift
1041,19035,Active,FALSE,FALSE,N,11/01/2019,100,Check,Fall Towns,Gift
763,19096,Active,FALSE,FALSE,N,11/01/2019,100,Check,CAC,Gift
332,19004,Active,FALSE,FALSE,Y,11/01/2019,100,Check,Fall Towns,Gift
104,19096,Active,FALSE,FALSE,N,11/01/2019,50,Check,Fall Towns,Gift
749,19096,Active,FALSE,FALSE,N,11/01/2019,50,Check,Fall Towns,Gift
721,19072,Active,FALSE,FALSE,N,11/01/2019,100,Check,Clients,Gift
244,19003,Active,FALSE,FALSE,N,11/02/2019,30,Check,Fall Towns,Gift
335,19072,Active,FALSE,FALSE,N,11/02/2019,100,Check,Fall Towns,Gift
123,19010,Active,FALSE,FALSE,N,11/02/2019,20,Check,Fall Towns,Gift
177,19010,Active,FALSE,FALSE,N,11/02/2019,50,Check,Fall Towns,Gift
842,19085,Active,FALSE,FALSE,N,11/02/2019,25,Check,Fall Towns,Gift
181,19035,Active,FALSE,FALSE,N,11/03/2019,100,Check,Fall Towns,Gift
457,19003,Active,TRUE,TRUE,N,11/03/2019,100,Check,Fall Towns,Gift
861,19096,Active,FALSE,FALSE,N,11/03/2019,250,Check,Fall Towns,Gift
833,19003,Active,FALSE,FALSE,N,11/04/2019,25,Check,Fall Towns,Gift
893,19096,Active,FALSE,FALSE,N,11/04/2019,25,Check,Fall Towns,Gift
369,19041,Active,FALSE,FALSE,N,11/04/2019,50,Check,Fall Towns,Gift
73,19010,Active,FALSE,FALSE,N,11/05/2019,25,Check,Fall Towns,Gift
61,19072,Active,FALSE,FALSE,N,11/05/2019,40,Check,Fall Towns,Gift
1025,19041,Active,FALSE,FALSE,N,11/05/2019,1000,Check,Fall Towns,Gift
590,19066,Active,FALSE,FALSE,N,11/06/2019,20,Check,Fall Towns,Gift
998,19096,Active,FALSE,FALSE,N,11/06/2019,25,Check,Fall Towns,Gift
437,19003,Active,FALSE,FALSE,N,11/06/2019,10,Check,Clients,Gift
67,19464,Active,FALSE,FALSE,N,11/06/2019,25,Check,Fall Towns,Gift
586,19041,Active,FALSE,FALSE,N,11/06/2019,1000,Check,Emerg fund,Gift
642,19103,Active,FALSE,FALSE,N,11/07/2019,25,Check,Fall Towns,Gift
183,19041,Active,TRUE,TRUE,N,11/07/2019,25,Check,Fall Towns,Gift
662,19041,Active,FALSE,FALSE,N,11/07/2019,50,Check,Fall Towns,Gift
296,19010,Active,FALSE,FALSE,N,11/07/2019,50,Check,Fall Towns,Gift
755,19066,Active,FALSE,FALSE,N,11/07/2019,50,Check,Fall Towns,Gift
290,19003,Active,FALSE,FALSE,N,11/08/2019,50,Check,Fall Towns,Gift
48,19096,Active,FALSE,FALSE,N,11/08/2019,500,Check,Fall Towns,Gift
75,19010,Active,FALSE,FALSE,N,11/08/2019,100,Check,Fall Towns,Gift
1043,19382,Active,FALSE,FALSE,N,11/09/2019,100,Check,CAC,Gift
907,19095,Active,FALSE,FALSE,N,11/11/2019,250,Check,Board,Gift
175,19096,Active,FALSE,FALSE,N,11/12/2019,5,Check,Fall Towns,Gift
746,19072,Active,FALSE,FALSE,N,11/12/2019,20,Check,Fall Towns,Gift
716,17402,Active,FALSE,FALSE,N,11/12/2019,25,Check,Fall Towns,Gift
268,19010,Active,FALSE,FALSE,N,11/12/2019,100,Check,Fall Towns,Gift
19,19066,Active,FALSE,FALSE,N,11/12/2019,50,Check,Fall Towns,Gift
614,19010,Active,FALSE,FALSE,N,11/12/2019,25,Check,Fall Towns,Gift
793,NA,Active,FALSE,FALSE,N,11/13/2019,25,Check,Fall Towns,Gift
583,NA,Active,FALSE,FALSE,N,11/13/2019,100,Check,Fall Towns,Gift
791,19035,Active,FALSE,FALSE,N,11/13/2019,50,Check,Fall Towns,Gift
977,02067,Active,FALSE,FALSE,N,11/13/2019,55,Check,Fall Towns,Gift
323,19085,Active,FALSE,FALSE,N,11/13/2019,100,Check,Fall Towns,Gift
995,19072,Active,FALSE,FALSE,N,11/14/2019,25,Check,Fall Towns,Gift
1011,19072,Active,FALSE,FALSE,N,11/14/2019,50,Check,Fall Towns,Gift
706,19010,Active,FALSE,FALSE,N,11/14/2019,25,Check,Fall Towns,Gift
492,19072,Active,FALSE,FALSE,N,11/14/2019,50,Check,Fall Towns,Gift
86,18103,Active,FALSE,FALSE,N,11/15/2019,5000,Check,Foundation,Gift
870,19072,Active,FALSE,FALSE,N,11/15/2019,50,Check,Fall Towns,Gift
864,20814,Active,FALSE,FALSE,N,11/15/2019,300,Check,Misc,Gift
914,19072,Active,FALSE,FALSE,N,11/16/2019,30,Check,Fall Towns,Gift
407,19041,Active,FALSE,FALSE,N,11/17/2019,50,Check,Fall Towns,Gift
147,19096,Active,FALSE,FALSE,N,11/17/2019,150,Check,Fall Towns,Gift
456,19004,Active,FALSE,FALSE,N,11/18/2019,50,Check,Fall Towns,Gift
355,19041,Active,FALSE,FALSE,N,11/18/2019,300,Check,Board,Gift
1047,19066,Active,FALSE,FALSE,N,11/18/2019,18,Check,Fall Towns,Gift
632,19035,Active,FALSE,FALSE,N,11/18/2019,100,Check,Fall Towns,Gift
424,19004,Active,FALSE,FALSE,N,11/18/2019,50,Check,Fall Towns,Gift
639,19096,Active,FALSE,FALSE,N,11/18/2019,18,Check,Fall Towns,Gift
743,NA,Active,FALSE,FALSE,Y,11/18/2019,75,Check,Corporatio,Gift
856,19010,Active,FALSE,FALSE,N,11/19/2019,25,Check,Clients,Gift
483,19041,Active,FALSE,FALSE,N,11/19/2019,50,Check,Fall Towns,Gift
469,19010,Active,FALSE,FALSE,N,11/19/2019,25,Check,Fall Towns,Gift
796,19010,Active,FALSE,FALSE,N,11/20/2019,600,Check,Board,Gift
830,21117,Active,FALSE,FALSE,N,11/21/2019,1000,Check,Foundation,Gift
435,19096,Active,FALSE,FALSE,N,11/21/2019,50,Check,Fall Towns,Gift
628,19010,Active,FALSE,FALSE,N,11/22/2019,25,Cash,Emerg fund,Gift
17,19041,Active,FALSE,FALSE,N,11/22/2019,50,Check,Clients,Gift
487,19041,Active,FALSE,FALSE,N,11/22/2019,300,Check,Fall Towns,Gift
135,19003,Active,FALSE,FALSE,Y,11/22/2019,254.8,Check,Escort Dri,Gift
135,19003,Active,FALSE,FALSE,Y,11/22/2019,1390,Check,Special Pr,Gift
714,19066,Active,FALSE,FALSE,N,11/23/2019,20,Check,Fall Towns,Gift
364,19003,Active,FALSE,FALSE,N,11/23/2019,100,Check,Fall Towns,Gift
243,19087,Active,FALSE,FALSE,N,11/25/2019,50,Check,Fall Towns,Gift
126,19096,Active,FALSE,FALSE,N,11/26/2019,20,Check,Clients,Gift
719,19035,Active,FALSE,FALSE,N,11/26/2019,182,Check,Church,Gift
675,19085,Active,FALSE,FALSE,N,11/27/2019,3000,Check,Fall Towns,Gift
47,19063,Active,FALSE,FALSE,N,11/29/2019,250,Check,CAC,Gift
47,19063,Active,FALSE,FALSE,N,11/29/2019,250,Check,Sprg Evt,Gift
133,19096,Active,FALSE,FALSE,N,11/29/2019,250,Check,Fall Towns,Gift
1039,19096,Active,FALSE,FALSE,N,12/01/2019,25,Check,Fall Towns,Gift
328,19072,Active,TRUE,TRUE,N,12/01/2019,50,Check,Fall Towns,Gift
267,19096,Active,FALSE,FALSE,N,12/01/2019,10,Check,Fall Towns,Gift
362,19072,Active,FALSE,FALSE,N,12/02/2019,100,Check,Fall Towns,Gift
544,19041,Active,FALSE,FALSE,N,12/02/2019,50,Check,Fall Towns,Gift
611,19003,Active,FALSE,FALSE,N,12/02/2019,50,Check,Fall Towns,Gift
500,11375,Active,FALSE,FALSE,N,12/02/2019,100,Check,Fall Towns,Gift
261,19010,Active,FALSE,FALSE,N,12/02/2019,250,Check,Fall Towns,Gift
900,19010,Active,FALSE,FALSE,N,12/02/2019,50,Check,Fall Towns,Gift
92,19003,Active,FALSE,FALSE,N,12/02/2019,40,Check,Fall Towns,Gift
837,19063,Active,FALSE,FALSE,N,12/02/2019,100,Check,Fall Towns,Gift
835,19072,Active,FALSE,FALSE,N,12/02/2019,200,Check,Board,Gift
202,19072,Active,FALSE,FALSE,N,12/03/2019,100,Check,Fall Towns,Gift
470,19096,Active,FALSE,FALSE,N,12/03/2019,100,Check,Fall Towns,Gift
342,19096,Active,FALSE,FALSE,N,12/03/2019,50,Check,Fall Towns,Gift
249,NA,Active,FALSE,FALSE,N,12/03/2019,100,Check,Fall Towns,Gift
781,19010,Active,FALSE,FALSE,N,12/03/2019,85,Check,Mem-hon,Gift
874,NA,Active,FALSE,FALSE,N,12/03/2019,100,Check,Fall Towns,Gift
651,19041,Active,FALSE,FALSE,N,12/03/2019,100,Check,Fall Towns,Gift
697,19096,Active,FALSE,FALSE,N,12/03/2019,100,Check,Fall Towns,Gift
841,19041,Active,FALSE,FALSE,N,12/03/2019,100,Check,Fall Towns,Gift
769,19010,Active,FALSE,FALSE,N,12/04/2019,100,Check,Fall Towns,Gift
1005,19103,Active,FALSE,FALSE,N,12/04/2019,1000,Check,Fall Towns,Gift
654,19096,Active,FALSE,FALSE,N,12/04/2019,1000,Check,Fall Towns,Gift
259,19041,Active,FALSE,FALSE,N,12/04/2019,100,Check,Fall Towns,Gift
877,19010,Active,FALSE,FALSE,N,12/04/2019,100,Check,Fall Towns,Gift
895,19066,Active,FALSE,FALSE,N,12/04/2019,250,Check,Fall Towns,Gift
284,19004,Active,FALSE,FALSE,N,12/04/2019,50,Check,Fall Towns,Gift
975,19010,Active,FALSE,FALSE,N,12/04/2019,100,Check,Fall Towns,Gift
400,06379,Active,FALSE,FALSE,N,12/05/2019,100,Check,Mem-hon,Gift
68,19004,Active,FALSE,FALSE,N,12/05/2019,1000,Check,Board,Gift
